bug_id,creation_ts,Assignee,Description
383378,6/24/2012 14:19,srikanth_sankaran,[1.8][compiler] analyze performance impact of scanner/parser changes Bug 380194 introduced same changes to the parser / scanner that affect performance. The design works hard to avoid performance degradation but so far we have no measurements that can guide us in the choice between different strategies.E.g. I'd like to see if method Parser.parserAtConflictScenario() is worth the effort: is it saving relevant efforts in scanner look-ahead (Scanner.atLambdaParameterList() and atReferenceExpression()) to balance the initial efforts?In a first naive measurement I ran org.eclipse.jdt.core.tests.compiler.parser.TestAll with slight variations in the code.To my own surprise I saw that simply turning 1.8 mode on seemed to degrade performance by approx. 9% but I could not observe any difference related to parserAtConflictScenario() (delta < 0.1%).At this point the experiment was too naive to yield reliable figures but there seems to be some issue that I'd like to narrow down before finalizing the new parser design.Can we identify a relevant subset of tests? Is ...parser.TestAll already a good candidate?What would be a test case for the worst case scenarios mentioned in bug 380194 comment 24?
383780,6/28/2012 7:54,amj87.iitr,[compiler] Eclipse 4.2 creates ambiguous varargs method error in 1.6 compliance mode (does not mimic JDK bug) Build Identifier: Build id: I20120608-1400The following code works in java 1.6 and Eclipse 3.7 but fails to compile in Eclipse 4.2 with compiler level set to 1.6 and autoboxing to error:The method test(int[]) is ambiguous for the type VarargPrimitiveTestimport java.util.Arrays;public class VarargPrimitiveTest { public static void test(int... a) { System.out.println(Arrays.toString(a)); } public static <T> void test(Object... a) { System.out.println(Arrays.toString(a)); } public static void main(String[] args) { test(1); }}Reproducible: Always
384567,7/9/2012 3:02,jesper,[1.5][compiler] Compiler accepts illegal modifiers on package declaration 3.8: Probably has always been buggy.The following program compiles with ECJ while it should not:// --------------public package p;public class X {}
384667,7/9/2012 17:48,shankhba,"[1.8][compiler] better source positions for lambda expressions Is it OK to always just use one pair of sourceStart/sourceEnd? If a lambda has a - possibly large - block as its body signaling an error against the lambda might be nicer when just highlighting the ""header"" not the entire construct don't you think?What about a scheme that is a bit closer to how we handle method declarations?"
384687,7/10/2012 2:54,jesper,"[1.8] Wildcard type arguments should be rejected for lambda and reference expressions BETA_JAVA8interface I {	}public class Action<T> {		<K> Action(int i) {			}		Action (int i1 int i2) {		<?>this(i1); //gives error:GOOD	}		public void f1(Object[] o[][]) {} public void foo() { 	 I len = List::<?>size; // no error:BAD }}Just like explicit constrcutor invocations method and const. references should also not accept wildcard type arguments"
384959,7/12/2012 10:54,mateusz.matela,[formatter] Add line wrapping options for generics Build Identifier: Version: Juno Release Build id: 20120510-1218Declaration of generic parameters inside a <> is not wrapped. For example<A extends InterfaceA B extends InterfaceB C extends InterfaceC D extends InterfaceD>will not be wrapped by the formatter even if it exceeds the maximum line width.Options for line wrapping similar to the existing ones (under Formatter->Line Wrapping) would be useful. Reproducible: AlwaysSteps to Reproduce:N/A
385134,7/15/2012 22:52,jarthana,[1.8] Investigate APT changes to support JSR 308 JSR308 is under active development and consideration for Java SE 8.On behalf of APT it needs to be ascertained what exactly is the workto be done in APT and if there are any special requirements againstJDT/Core.The relevant ER on JDT/Core side is bug 287648
385237,7/16/2012 16:49,samrat.dhillon,"[move member type] Moving a member interface to its own file adds the host's type parameters to it Build Identifier: I20120608 - 1400Interfaces are inherently static therefore interfaces that are members of an enclosing type do not inherit type parameters from their hosts. The Eclipse compiler knows this. For example given this codeclass Foo<T> { interface Bar { T baz(); }}the compiler reports an error ""Cannot make a static reference to the non-static type T"". Perfect.The refactoring engine seems to be confused on this issue however. If we correct the above code toclass Foo<T> { interface Bar { void baz(); }}and then attempt to refactor it to a top-level type via Refactor > Move Type to New File then the original host class's type parameter(s) are added to the resulting top-level interface:interface Bar<T> { void baz();}The original unparametrized interface is erroneously transformed into a parametrized one. At least the refactoring engine is (maddeningly) consistent in that it adds the new type parameter to all declarations involving the moved interface type. What a mess!For comparison the refactoring engine gets it right with static classes: the host's type parameters do not get tagged onto a static member class when it is moved to top level. In particular if the example interface is changed to a pure abstract class then it does not get an added type parameter when it is moved.I am inclined to rate the severity of this issue as ""Major"" as it can do quite a lot of damage but I leave it as ""Normal"" instead mainly because I suspect that this kind of refactoring is relatively uncommon.Reproducible: AlwaysSteps to Reproduce:1. Create a parametrized class with a member interface2. In the Java editor right-click the name of the member interface and select ""Refactor"" > ""Move Type to New File..."" from the context menus3. Click ""Ok"" on the confirmation dialog"
385486,7/19/2012 6:20,sarika.sinha,problems when there are two classes with the same name in different projects Eclipse gets confused on runtime when there are two classes with the same name at the time of pointing where the error line.- I have a class called TestA in project P1 and a class called TestA in project P2. I was running project P1 and an error trace came in the console in relationship to class TestA. When I clicked on the error message in order eclipse takes me to the error line in class TestA from project P1 I was taken to class TestA in project P2 instead.-- Configuration Details --Product: Eclipse 1.5.0.20120131-1544 (org.eclipse.epp.package.jee.product)Installed Features: org.eclipse.jdt 3.8.0.v20120525-1249-8-8nFqlFNOfwKDRGz-pXLdGxEM83
385707,7/23/2012 5:52,tomasz.zarna,Provide a maven script for jdt.gerrit hudson build With Gerrit enabled for the project [1] and a hudson job waiting to start spinning [2] the next step should be to provide a maven script (pom.xml) to be executed by the job. The script should build JDT/Core and run all tests. As the result Hudson should be able to tell if the propose change is cool. Or not.[1] bug 379652[2] bug 384258
386280,7/31/2012 1:20,tomasz.zarna,Eclipse freezes during compiling
386901,8/9/2012 0:06,jarthana,"Eclipse does not pass all annotated classes to annotation processor ModuleACLModuleAsset*ModuleCloudModuleCore*ModuleESB*ModuleFioranoMqModuleHTTPWeb*ModuleIbmMqModuleJ2EE*ModuleJcapsModuleJndiModuleLegacy*ModuleMessaging*ModuleNBEditorModulePFCoreBridgeModuleReportingModuleSonicMqModuleTibcoModuleVSEModuleWeb20ModuleWSModuleXMLWe have the above 22 annotated classes that all look like the following:import com.itko.lisa.annotations.NonNls;import com.itko.lisa.app.AbstractModule;import com.itko.lisa.app.Resources;import com.itko.lisa.core.ModuleCore;import org.apache.commons.logging.Log;import org.apache.commons.logging.LogFactory;@com.itko.lisa.annotations.Module(key = ModuleACL.KEY bundle = ModuleACL.BUNDLE depends = {ModuleCore.KEY})public class ModuleACL extends AbstractModule { private static final Log log = LogFactory.getLog(""com.itko.lisa.acl.ModuleACL""); @NonNls public static final String KEY = ""com.itko.lisa.acl.ModuleACL""; @NonNls static final String BUNDLE = ""com.itko.lisa.resources.acl""; public static final Resources.Wrapper resources = new Resources.Wrapper(KEY); public ModuleACL() { super(KEY BUNDLE); }}The classes with the asterisks do not typically get passed to the 'com.itko.lisa.annotations.Module' Annotation Processor (AP). I say typically because every blue moon eclipse will pass all 22 annotated classes to the AP during a build. What usually happens is that we consistently get 8 annotated classes in the 1st AP round and then 7 in the 2nd.The AP's process() methid looks like the following:public boolean process( final Set<? extends TypeElement> annotations final RoundEnvironment roundEnv ){ for( TypeElement annotation : annotations ) { List<Tuple<Element AnnotationMirror>> elements = new ArrayList<>(); Set<? extends Element> annotatedElements = roundEnv.getElementsAnnotatedWith( annotation ); ... }}Stepping into the roundEnv.getElementsAnnotatedWith(...) methods shows that the missing classes are not in the set returned from line 142""return Collections.unmodifiableSet(_annoToUnit.getValues(a));""So I pulled in the source for the org.eclipse.jdt.internal.compiler.Compiler and changed the compile(ICompilationUnit[] sourceUnits) method to	public void compile(ICompilationUnit[] sourceUnits) {		this.stats.startTime = System.currentTimeMillis();		CompilationUnitDeclaration unit = null;		ProcessTaskManager processingTask = null;		System.out.println(""=============================================================================="");		System.out.println(new Date(stats.startTime));		System.out.println(""=============================================================================="");		for (int i = 0; i < sourceUnits.length; ++i)		{			ICompilationUnit icu = sourceUnits[i];			StringBuilder sb = new StringBuilder();			sb.append(icu.getFileName());			System.out.println(sb.toString());		}		System.out.println();...Next I launched a debug session against eclipse and discover that 1.) the missing modules are not in the list of sourceUnits handed to the compile method and2.) there are over 1000+ source files that are in my project however they are never output by this debug code.Our project has 4412 java source files however the above compile code will only output lines for 2923 source units over 2 invocations in a single build. And to make matters more ""magical"" the project's output folder has all the source files compiled into it.How can this be and more importantly how can I get eclipse to consistently pass all annotated files to the AP?Also originally tried this with Eclipse 4.2 but for some reason the src was not matching up to what the debugger said I should see so I dropped down a version."
388724,9/4/2012 4:34,samrat.dhillon,"[surround with try/catch][quick fix] Multi-Catch QuickFix creates compiler error This somehow looks like #348860 which should be fixed since a long time but I see this on 4.2.0----8<----package test;import java.io.IOException;import java.net.MalformedURLException;public class TestException {	private static void call() throws MalformedURLException IOException {			}		public static void main(String[] args) {		call();	}}----8<----when executing the multi-catch quickfix it creates code like this:----8<----package test;import java.io.IOException;import java.net.MalformedURLException;public class TestException {	private static void call() throws MalformedURLException IOException {			}		public static void main(String[] args) {		try {			call();		} catch (MalformedURLException | IOException e) {			// TODO Auto-generated catch block			e.printStackTrace();		}	}}----8<----"
390665,9/28/2012 5:13,jarthana,Java Model Exception when creating new Java project Created attachment 221630Error Log detailsWhen creating new Java project Eclipse Juno writes error to error log:Internal ErrorJava Model Exception: Java Model Status [<project root> [in prj] is not on its project's build path]
391389,10/9/2012 2:15,jerome.cambon,"[ltk] Rename refactoring should give more control over new file name When using rename resource refactoring via resource rename dialog (see RenameResourceProcessor and RenameResourceWizard classes) my users frequently fail to keep the file extension. For example they rename ""Screen1.screen"" to ""Screen2"" which breaks things down the way.I'd like to have a say over the file name. Ideally it should be possible to append the required extension automatically. Another option would be to allow custom validations of the file name.If none of the above is possible then at least pre-select the file-name part (before the dot) the way Gnome does. This makes changing the name and leaving the extension in place a little easier.My current fix is to make check this condition in checkConditions method in my rename participant. However this is not ideal because the error is only shown on the next page and user has to return to fix the problem."
391521,10/10/2012 6:16,shankhba,"[1.8][compiler] Error highlighting is not accurate for type references with type annotations In the following code:class Y {	class Z {	}	Z z1 = (@Marker ZZ) null; // 1	Z z2 = new @Marker ZZ(); // 2}@java.lang.annotation.Target (java.lang.annotation.ElementType.TYPE_USE)@interface Marker{}The error highlighting includes the annotations as well which shouldn't be the case. It appears that the we are reporting the problem against the TypeReference and the source locations for the type reference includes the annotations as well.It doesn't happen in other cases let's say arguments because the annotations are part of the argument and not TypeReference and hence the location for the TypeReference is accurate.Also note that in the first line the same error ""ZZ cannot be resolved"" is reported twice!"
392539,10/22/2012 3:03,daniel_megert,"[content assist] Content assist inside Javadoc of a file that isn't in the workspace throws API violation warning Created attachment 222623Eclipse log containing the error from a fresh setupUsing Eclipse IDE for Java Developers 1.5.1.20120920-0737 in Windows 7 Home Premium:When typing a Javadoc comment into a standalone Java file (a .java file I've dragged into an empty Eclipse workspace) whenever I begin a line with the @ symbol Eclipse tries to do a Content Assist autocomplete and gives me an error:""The 'org.eclipse.jdt.ui.JavadocHTMLCompletionProposalComputer_all' proposal computer from the 'org.eclipse.jdt.ui' plug-in did not complete normally. The extension violated the API contract of the 'computeCompletionProposals()' operation. To avoid this message disable the 'org.eclipse.jdt.ui' plug in or disable the 'Java Proposals' category on the content assist preference page""After I close the error window the Content Assist window displays correctly.I have tried fixing this issue by restarting Eclipse deleting and re-extracting Eclipse and deleting the Eclipse metadata folder created in my user folder. The issue still occurs."
393098,10/29/2012 16:55,samrat.dhillon,"[extract method] Extracted method should be declared static if extracted expression is also used in another static method Extracted method should be declared static if extracted expression is also used in another static method.Steps to reproduce:1. In the example below invoke ""Extract Method"" on ""shared()"" expression in non-static method (nsm).2. New method will not be declared as static.3. There will be a compilation error because non-static method is invoked from static context.Note: Originally the bug was encountered when extracting ""getTestConstructor(theClass)"" on line 136 in junit.framework.TestSuite JUnit commit e8b91fa9f797dfe16aff66ed6ad5d6104e5133fe.public class ExtractMethodBug { public static void sm() { // Compilation error will be on the next line shared(); } public void nsm() { // Invoke Extract Method refactoring on the ""shared()"" expression shared(); } public static void shared() { }}"
393192,10/30/2012 15:52,jesper,"Incomplete type hierarchy with > 10 annotations Pull Up Method refactoring does not delete method from the original class.Steps to reproduce:0. Include three files below in a project in ""pullup"" package.1. Invoke Pull Up refactoring on ""pullUp"" method in class ""PullUpBug"" shown below.2. The method ""pullUp"" will not be deleted from ""PullUpBug"" which leads to a compilation error.3. Note that the method ""pullUp"" is not deleted from ""PullUpBug"" even if method ""mb"" is removed (although there will be no compilation error).Note the following is relevant (on my machine): (1) two classes (see below) must be in separate files; (2) there must be 11 methods with annotations (any annotation will be sufficient to reproduce the bug) (3) package-info.java must exist (4) comment with ""@param"" must exist on one of the methods.package-info.java----------package pullup;----------PullUpBug.java----------package pullup;class PullUpBug extends A { void mb() { pullUp(); } // INVOKE Pull Up REFACTORING ON ""pullUp"" private void pullUp() { }}----------A.java----------package pullup;class A { @Deprecated void m0() { } @Deprecated void m1() { } @Deprecated void m2() { } @Deprecated void m3() { } @Deprecated void m4() { } @Deprecated void m5() { } @Deprecated void m6() { } @Deprecated void m7() { } @Deprecated void m8() { } @Deprecated void m9() { } /** * @param */ @Deprecated void m10() { }}----------"
394030,11/10/2012 9:06,samrat.dhillon,"[extract method] Extracting expression of parameterized type that is passed as argument to this constructor yields compilation error Steps to reproduce:1. Invoke ""Extract Method"" refactoring on ""c.size()"" expression in the example below.2. Resulting file does not compile (""Cannot make a static reference to the non-static type V""). The problem is that the extracted method must be static because it is used as argument to ""this"" and at the same time it needs type parameter ""V"" which is non-static.public class ExtractMethodBug<V> { public ExtractMethodBug(Map<? ? extends V> c) { // Invoke ""Extract Method"" on ""c.size()"" this(c.size()); } public ExtractMethodBug(int size) { }}(Thanks to Anirudh Balagopal for helping with this bug report.)"
394382,11/15/2012 7:51,jarthana,"JavaElement.getURLContents() not comaptible with javadoc generated with Java 1.7 The HTML header format of generated javadoc has changed between java 1.6 and 1.7.In 1.6 with have this :<!-- Generated by javadoc (build 1.6.0_37) on Thu Nov 15 12:16:38 CET 2012 --><META http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">and in 1.7 :<!-- Generated by javadoc (version 1.7.0_09) on Thu Nov 15 10:58:53 CET 2012 --><meta http-equiv=""Content-Type"" content=""text/html"" charset=""UTF-8"">There is an algorithm in getURLContents() trying to retrieve the charset value and throw this exception when javadoc is generated in 1.7 :java.lang.StringIndexOutOfBoundsException: String index out of range: -10	at java.lang.String.checkBounds(String.java:397)	at java.lang.String.<init>(String.java:442)	at org.eclipse.jdt.internal.core.JavaElement.getURLContents(JavaElement.java:786)"
394548,11/18/2012 22:12,samrat.dhillon,"[extract class] Extract class on a field with generic type yields compilation error Steps to reproduce:1. Invoke ""Extract Class..."" on ""m"" in code below2. Select ""Nested Class in ...""3. There is a compilation error in the resulting file (""Cannot make a static reference to the non-static type T"")class ExtractClassBug<T> { // Invoke ""Extract Class..."" on ""m"" (and specify ""Nested Class in ..."") T m;}(Thanks to Yilong Li for helping with the bug report.)"
394721,11/20/2012 19:15,nikolaymetchev,"[inline] Inline local variable with initializer generates assignment where left-hand side is not a variable Steps to reproduce:1. Invoke ""Inline"" on ""m"" in code below2. The resulting file cannot be compiled (""The left-hand side of an assignment must be a variable"")class InlineLocalVariableBug1 { void f() { // Invoke ""Inline..."" on ""m"" result in ""new int[10][0] = 0;"" int[] m = new int[10]; m[0] = 0; }}"
395016,11/25/2012 1:32,samrat.dhillon,"[introduce factory] Introduce Factory on an abstract class adds a statement to create an instance of that class Steps to reproduce:1. Invoke ""Introduce Factory"" on the constructor in code below2. The resulting code does not compileabstract class IntroduceFactoryBug1 { // Invoke ""Introduce Factory"" on the constructor IntroduceFactoryBug1() { }}(Thanks to Yilong Li for helping with the bug report.)"
395202,11/27/2012 13:47,markus.kell.r,"[type hierarchy][navigation] StackOverflow in quick outline I was looking at an inner class (an enum) pressed ctrl-o ctrl-o started typing ""va"" (wanted to type ""valueOf"") and then got the stack overflow error.Inner class enum has 2 fields 2 methods. outer class has at most 20 fields 20 methods.-- Error Details --Date: Tue Nov 27 13:43:12 EST 2012Message: Unhandled event loop exceptionSeverity: ErrorProduct: Eclipse 1.5.1.20121004-1506 (org.eclipse.epp.package.rcp.product)Plugin: org.eclipse.uiSession Data:eclipse.buildId=M20120914-1800java.version=1.7.0_07java.vendor=Oracle CorporationBootLoader constants: OS=win32 ARCH=x86_64 WS=win32 NL=en_USFramework arguments: -product org.eclipse.epp.package.rcp.productCommand-line arguments: -os win32 -ws win32 -arch x86_64 -product org.eclipse.epp.package.rcp.productException Stack Trace:java.lang.StackOverflowError	at org.eclipse.jdt.internal.core.JavaElement.hashCode(JavaElement.java:471)	at org.eclipse.jdt.internal.core.JavaElement.hashCode(JavaElement.java:471)	at org.eclipse.jdt.internal.core.JavaElement.hashCode(JavaElement.java:471)	at org.eclipse.jdt.internal.core.SourceMethod.hashCode(SourceMethod.java:202)	at java.util.HashMap.hash(Unknown Source)	at java.util.HashMap.getEntry(Unknown Source)	at java.util.HashMap.get(Unknown Source)	at org.eclipse.jdt.internal.core.JavaModelCache.getInfo(JavaModelCache.java:139)	at org.eclipse.jdt.internal.core.JavaModelManager.getInfo(JavaModelManager.java:1948)	at org.eclipse.jdt.internal.core.JavaElement.getElementInfo(JavaElement.java:253)	at org.eclipse.jdt.internal.core.JavaElement.getElementInfo(JavaElement.java:241)	at org.eclipse.jdt.internal.core.JavaElement.exists(JavaElement.java:159)	at org.eclipse.jdt.internal.ui.viewsupport.JavaElementLabelComposer.appendMethodLabel(JavaElementLabelComposer.java:403)	at org.eclipse.jdt.internal.ui.viewsupport.JavaElementLabelComposer.appendElementLabel(JavaElementLabelComposer.java:270)	at org.eclipse.jdt.ui.JavaElementLabels.getElementLabel(JavaElementLabels.java:531)	at org.eclipse.jdt.ui.JavaElementLabels.getStyledElementLabel(JavaElementLabels.java:506)	at org.eclipse.jdt.ui.JavaElementLabels.getStyledTextLabel(JavaElementLabels.java:434)	at org.eclipse.jdt.internal.ui.viewsupport.JavaUILabelProvider.getStyledText(JavaUILabelProvider.java:178)	at org.eclipse.jface.viewers.DelegatingStyledCellLabelProvider.getStyledText(DelegatingStyledCellLabelProvider.java:195)	at org.eclipse.jface.viewers.DecoratingStyledCellLabelProvider.getStyledText(DecoratingStyledCellLabelProvider.java:192)	at org.eclipse.jdt.internal.ui.viewsupport.ColoringLabelProvider.getText(ColoringLabelProvider.java:87)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:111)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at(STRIPPED)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.hasUnfilteredChild(AbstractInformationControl.java:123)	at org.eclipse.jdt.internal.ui.text.AbstractInformationControl$NamePatternFilter.select(AbstractInformationControl.java:116)"
395228,11/27/2012 19:38,nikolaymetchev,"[introduce indirection] Adds unneccessary import when inner class is used as parameter in surrounding class Steps to reproduce:1. Invoke ""Introduce Indirection"" on 'f' method in code below2. The resulting file does not compile (""The type IntroduceIndirectionBug1.C is not visible"")class IntroduceIndirectionBug1 { // Invoke ""Introduce Indirection"" on 'f' void f(C c) { } private class C { }}The cause of this bug is probably the same as for bug 394725. (Thanks to Yilong Li for helping with the bug report.)"
395231,11/27/2012 19:58,nikolaymetchev,"[introduce indirection] ClassCastException when introducing indirection on method in generic class Steps to reproduce:1. Invoke ""Introduce Indirection"" on 'g' method in code below2. ClassCastException is throws (see part of the log below)class IntroduceIndirectionBug3<T extends IntroduceIndirectionBug3<T>> { // Invoke ""Introduce Indirection"" on 'g' void g(T t) { } void f(T t) { t.g(null); }}(Thanks to Yilong Li for helping with the bug report.)java.lang.ClassCastException: org.eclipse.jdt.internal.core.TypeParameter cannot be cast to org.eclipse.jdt.core.IType	at org.eclipse.jdt.internal.corext.refactoring.code.IntroduceIndirectionRefactoring.checkFinalConditions(IntroduceIndirectionRefactoring.java:545)	at org.eclipse.ltk.core.refactoring.CheckConditionsOperation.run(CheckConditionsOperation.java:85)	at org.eclipse.ltk.core.refactoring.CreateChangeOperation.run(CreateChangeOperation.java:121)	at org.eclipse.ltk.core.refactoring.PerformChangeOperation.run(PerformChangeOperation.java:209)	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:2344)	at org.eclipse.ltk.internal.ui.refactoring.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:87)	at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:121)"
395348,11/28/2012 23:50,manpalat,"[search] NPE while searching for declarations of a generic function inside an anonymous class (was originally: Rename method does not detect renaming of binary method in anonymous class) Steps to reproduce:1. Invoke ""Rename"" on ""compare"" in code below2. The resulting code does not compile (""The type new Comparator<C2>(){} must implement the inherited abstract method Comparator<C2>.compare(C2 C2)"")class RenameMethodBug2 { static void f() { new Comparator<C2>() { // <<< This type parameter is necessary // Invoke ""Rename"" on ""compare"" public int compare(C2 o1 C2 o2) { return 0; } }; }}class C2 {}(Thanks to Yilong Li for helping with the bug report.)"
395558,12/2/2012 13:12,samrat.dhillon,"[introduce parameter object] Introduce Parameter Object introduce use of non-static type in static context Steps to reproduce:1. Invoke ""Introduce Parameter Object"" on 't' in code below2. Choose ""Destination"" as ""Nested class in IntroduceParameterObjectBug1""3. There is a compilation error in the resulting file (""Cannot make a static reference to the non-static type T"")interface IntroduceParameterObjectBug1<T> { // Invoke ""Introduce Parameter Object"" on 't' choose ""Destination"" as // ""Nested class in IntroduceParameterObjectBug1"" void f(T t);}(Thanks to Yilong Li for helping with the bug reports.)Probably related to bug 394549."
395561,12/2/2012 15:57,samrat.dhillon,"[introduce parameter object] Introduce Parameter Object does not add type parameter for newly created top level class Steps to reproduce:1. Invoke ""Introduce Parameter Object"" on 't' in code below2. Choose ""Destination"" as ""Top level class""3. ""Destination"" class does not compile (""T cannot be resolved to a type"")interface IntroduceParameterObjectBug2<T> { // Invoke ""Introduce Parameter Object"" on 't' choose ""Destination"" as // ""Top level class"" void f(T t);}(Thanks to Yilong Li for helping with the bug report.)Also see bug 395558."
395886,12/6/2012 0:24,manpalat,[1.8][DOM/AST] Withdraw annotations property from Name nodes. As part of the fix for bug 391890 ANNOTATIONS_PROPERTY was added to Name nodes.These need to be removed since the specification has changed to disallowconstructs of the form: @Marker java.util.ListThe proper way to annotate these is to say: java.util. @Marker ListThus the presence of annotations before a certain segment of a qualified typesignals that what follows is a type and cannot be a name. Very similar to howthe presence of type parameters signals a type.See also:https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c4https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c7https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c33https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c34https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c37https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c39https://bugs.eclipse.org/bugs/show_bug.cgi?id=391847#c46When we converty a QualifiedTypeReference or its subtypes we shouldconvert everything before the first type annotation seen as a SimpleType ofQualifiedName/SimpleName and convert everything further as types.Compare how type parameters are handled in conversion of PQTR.
395897,12/6/2012 4:47,jarthana,INDEX_LOCATION_ATTRIBUTE_NAME attribute value is ignored when the index is rebuilt The INDEX_LOCATION_ATTRIBUTE_NAME classpath attribute can be used to explicitly specify the location for the index file. However this is currently used only for the pre-built indexes. When index has to be rebuilt the index is stored in the default location and not as per the attribute value.When the index location is specified the index should always be created there.
395989,12/6/2012 16:38,samrat.dhillon,"[generalize type] Generalize Declared Type does not consider use of variable in throw statement which yields compilation error Steps to reproduce:1. See the instructions in code below2. The resulting code does not compile (""No exception of type Object can be thrown; an exception type must be a subclass of Throwable"")class GeneralizeDeclaredTypeBug3 { void f() throws Exception { // Invoke ""Generalize Declared Type"" on ""Exception"" // and select ""Object"" as new type Exception e = new Exception(); throw e; }}(Thanks to Yilong Li for helping with the bug report.)"
